id_1,id_2
F2M32,F2F30
F7M117,Grandson
F6M92,Grandfather
F7M131,Brother
F7M125,Person
F10M190,Thing
F6F77,F6M69
F6M88,NamedIndividual
F3F52,Thing
F10M202,NamedIndividual
F6F70,F6M71
F6M92,NamedIndividual
F8M138,F8F137
F10F193,F10M194
F6F84,Sister
F6M90,Person
F2F33,Female
F6F96,Thing
F2F28,F2F19
F2F28,Mother
F6M92,F6F93
F10F186,F10F192
F6F94,Thing
F6F96,Granddaughter
F2M32,Son
F2M39,NamedIndividual
F9F169,Granddaughter
F7M115,Grandson
F10M199,F10F200
F6F87,Person
F10F200,F10M199
F6F94,Granddaughter
F6F94,F6F96
F10F201,Granddaughter
F9M167,F9M157
F2M27,NamedIndividual
F7F121,NamedIndividual
F2M18,NamedIndividual
F6M73,F6F74
F8M132,Thing
F6M92,F6F94
F7M130,F7F129
F9F141,F9F143
F9M162,Male
F9F150,F9M144
F9M151,Brother
F6M81,Son
F7F119,F7F121
F2F10,Grandmother
F9M147,F9M146
F9F169,F9M167
F9M155,F9F154
F5F61,Grandmother
F7F103,Thing
F9F145,F9M147
F7M115,F7F116
F6F74,Person
F2F22,Thing
F10M171,Person
F9F150,Person
F7F121,F7F119
F3M43,Father
F6M85,F6F86
F6F82,F6F83
F8M136,Son
F2M37,F2F36
F3M51,Person
F5M68,F5M66
F5M64,F5M60
F10F198,Person
F7F129,F7M130
F7M109,Thing
F6F97,NamedIndividual
F8F133,F8M134
F7M113,Son
F6F91,F6M90
F2F19,Grandmother
F2F19,Daughter
F7M120,Person
F2F17,F2M16
F1M4,F1F3
F1F3,F1M1
F3M50,Thing
F9M153,Male
F9F160,Person
F10M171,F10F181
F10F175,F10F174
F9M159,Brother
F6F101,Person
F3M40,Grandfather
F10F186,Grandmother
F2F15,F2M16
F10F191,Female
F3M51,Grandson
F10F186,Daughter
F10M178,Male
F5F61,F5M60
F9F143,F9M142
F6M71,F6F77
F9F156,NamedIndividual
F2F36,Female
F3F52,Person
F9F163,F9M162
F7M112,NamedIndividual
F4M59,Male
Sister,PersonWithASibling
F6M88,F6F89
F9M139,F9F141
F10M184,F10M182
F2F33,F2M35
F10M183,F10M182
F6F97,Mother
F2F14,NamedIndividual
F10F201,Person
F4M57,F4F56
F9M157,Father
F9F168,F9M167
F9M139,Thing
F2M20,Thing
F2M25,NamedIndividual
F9M153,F9M155
F10M190,Grandson
F8M132,Person
F6F86,F6F87
F3M45,NamedIndividual
F10M173,Person
F7F108,F7F106
F4F55,Female
F7M123,Male
F10F175,NamedIndividual
F6M92,Male
F10F200,Thing
F9M170,NamedIndividual
F1F3,F1F2
F6M90,F6F91
F7F129,NamedIndividual
F2F26,NamedIndividual
F7M110,F7M112
F1F7,Sister
F10F172,Female
F9F143,Daughter
F8M136,Person
F3F42,NamedIndividual
F10F177,Thing
F10M171,F10F195
F3F53,F3M45
F2M11,F2F10
F10F174,Thing
F7F111,Thing
F10F177,Granddaughter
F9M147,F9F145
F2M20,F2F19
F6M100,Son
F9M142,F9M153
F7M131,F7M123
F6F96,Daughter
F7M113,Person
F2M18,Male
F6F94,Grandmother
F9M157,F9F140
F6M71,Male
F9F169,Daughter
F2F10,F2M11
F7F129,F7F127
F2M9,F2F26
F2M31,Father
F10F185,NamedIndividual
F7M125,F7F127
F9F141,Daughter
F1F2,F1F3
F10F195,F10M173
F2M34,NamedIndividual
F6F84,F6F87
F2M37,Thing
F10M187,F10F193
F2M9,Male
F7M115,F7F106
F10M196,Person
F1F5,Person
F8M136,Grandson
F3M45,F3F46
F9M167,F9M139
F10M187,Male
F10F181,F10F186
F2F17,Female
F2F33,Thing
F10M194,NamedIndividual
F2F15,Person
F6M90,F6F87
F3F42,F3M43
F10M173,F10F179
F9F163,Female
F5F62,Person
F2F33,Granddaughter
F7F127,Female
F3M47,Male
F10M180,Thing
F6F82,Person
F9M149,Male
F9M165,Male
F8M134,Thing
F7M128,Male
F7F129,F7M128
F10F179,Sister
F8M134,Son
F2M13,Son
F7F106,F7F121
F9F145,F9F150
F7M123,F7F121
F9F168,F9F169
F5M66,Son
F7M102,Person
F3M40,F3F41
F10F192,F10F193
F2M20,Person
F7M123,F7M122
F3F53,F3F42
F3F52,F3M47
F6M80,Person
F6F83,NamedIndividual
F5F65,F5M66
F7F105,F7F106
F5M68,Person
F9M144,F9F145
F5M64,Son
F10F192,F10F186
F9F140,NamedIndividual
F6M95,F6F97
F6M81,Brother
F3M47,F3F46
F9F154,Thing
F7M112,Male
F6M85,Person
F2F36,F2M9
F5M66,F5M64
F7F106,NamedIndividual
F1F3,F1F7
F7F119,Sister
F5M60,Person
F6F87,F6M85
F9F164,F9M166
F9F164,Daughter
F6F79,NamedIndividual
F6M75,NamedIndividual
F10F179,F10F172
F10M197,Male
F7F111,Person
F2F17,Sister
F6F91,NamedIndividual
F1M6,Male
F3M50,F3F49
F10M182,Father
F2M25,Male
F9F168,NamedIndividual
F10M196,Male
F6M81,Father
F5M68,Grandson
F2F26,F2M27
F8F135,Thing
F3M43,Thing
F1F7,Thing
F3M45,Male
F9F158,F9M162
F9M147,NamedIndividual
F9F163,F9M166
F7F105,F7M115
F6F84,Grandmother
F3F42,F3M40
F2M37,Person
F8M136,F8M138
F6F93,F6F94
F6F84,Daughter
F7M131,NamedIndividual
F10F195,F10F186
F10M184,Male
F7F106,Mother
F7F121,Female
F3F53,Daughter
F2F28,Sister
F3F49,F3F52
F5F67,Female
F10M187,F10F192
F2F33,Person
F9M144,Male
F10F181,Sister
F4F56,Person
F1F2,F1M1
F9F150,F9F143
F10F179,F10M180
F6F93,Mother
F10M180,Person
F1M6,Thing
F10F179,F10M171
F10F177,Daughter
F1F3,NamedIndividual
F4F55,F4M54
F6F87,F6M88
F9F168,Mother
F10F189,Thing
F7M117,F7F116
F2F26,F2F10
F6M73,Son
F3F46,Thing
Grandparent,Parent
F10F193,Granddaughter
F2F30,Thing
F4F55,Thing
F7M115,F7F121
F7M110,F7F111
F2M11,Brother
F5M66,F5M68
F6M100,F6F93
F3F41,Female
F10M183,Male
F9M146,NamedIndividual
F2F30,Granddaughter
F2M21,Male
F6F97,Female
F6M69,F6F77
F9M157,Thing
F9M142,Grandfather
F9F141,F9M157
F9F154,Person
Daughter,Female
F7F108,Mother
F10F174,F10F177
F8F137,Thing
F9M162,Thing
F7F119,F7F105
F6F96,F6F94
F6M69,Male
F7M110,Son
F10M188,Father
F7F127,F7M123
F1F3,Mother
F7M117,Thing
F7M115,F7F105
F9M155,Son
F6F77,F6F84
F7M117,Son
F9F156,Female
F9M166,F9F163
F9M165,F9F164
F6M100,Brother
F2M32,F2F33
F2M29,NamedIndividual
F9F148,Daughter
F4M59,F4F58
F6F86,Female
F1F7,F1M8
F8F135,Person
F2F28,F2M9
F6F94,F6M92
F3M43,Person
F7F105,Thing
F2M35,Thing
F6F94,F6F97
F6M98,Male
F7F119,Granddaughter
F6M95,NamedIndividual
F9M159,NamedIndividual
F2F12,Mother
F2F14,Female
F10M197,F10F198
F7M125,F7F126
F1M8,Male
F2F10,NamedIndividual
F7M115,Son
F6M99,Thing
F9M142,F9F143
F9F163,Thing
F2F17,Granddaughter
F5F65,Thing
F5F61,NamedIndividual
F7F127,Thing
F8M138,Male
F6F97,Sister
F7M125,Son
F9M153,Thing
F10M176,NamedIndividual
F2F38,NamedIndividual
F2F30,F2M32
F10M171,F10M173
F10F175,Female
F6M71,F6M69
F7M113,F7F106
F10M178,Thing
F6M90,Son
F6F72,Thing
F9M147,Male
F5F67,F5M68
F2M23,NamedIndividual
F3F42,Female
F4F58,Daughter
F2M34,Father
F10F186,F10M173
F2F28,Thing
F7M131,Male
F8M136,F8F137
F2F30,Person
F2F19,NamedIndividual
F4F55,Person
F1F7,Daughter
F1F3,F1F5
F6M81,F6F83
F3M45,F3F42
F9M157,Person
F9M157,F9M162
F1M4,NamedIndividual
F5M64,Brother
F10F185,Female
F10F179,Person
F10F186,NamedIndividual
F7F108,Grandmother
F6M85,F6F87
F9M161,NamedIndividual
F2F28,F2M11
F6F70,Person
F6F82,F6M81
F6F74,NamedIndividual
Grandfather,Grandparent
F9M162,Person
F4F55,F4F56
Person,Class
F9M167,F9F169
F7M123,Thing
F3F42,F3M44
F6M92,Thing
F3M43,F3F42
F1F5,Sister
F2F26,F2F28
F7M123,Son
F6M81,F6F77
F10F198,Thing
F3M51,Son
F10F179,F10F181
F7M104,NamedIndividual
F9F164,F9M162
F2M31,F2M32
F2F15,Sister
F9M146,Male
F4F56,F4F55
F2F36,F2M37
F6F87,Mother
F2M39,Thing
F7F119,Person
F9F143,F9F141
F9F164,F9M165
F2F19,Mother
F5F62,F5M60
F10M187,F10F186
F7F105,Person
F2M35,Person
F2F26,Sister
F7F103,F7M104
F2M27,Thing
F10F192,Sister
F8M132,F8F133
F2M18,Thing
F10M182,Thing
F7F121,F7M104
F6M71,Thing
F7M120,NamedIndividual
F10F195,F10M171
F2F17,Person
F7F121,Granddaughter
F6M78,Male
F6M99,Person
F9F163,Person
F10F186,Mother
F7F127,Person
F5F65,Person
F10M199,Thing
F6F74,Mother
F9F145,Female
F6F83,Female
F9M167,NamedIndividual
F10M173,F10M171
F6M78,F6M81
F2M16,NamedIndividual
F6M81,F6F79
F7M122,Grandfather
Father,Class
F10M199,Son
F9M153,Person
F9M153,F9M142
F10F193,F10M188
F7M104,F7F119
F7F114,Thing
F2M35,Grandson
F7F106,Female
F7M122,NamedIndividual
Brother,Class
F10M171,F10F186
F6F72,Person
F7M131,F7M122
F2M32,NamedIndividual
F6F79,Female
F9M159,Male
F2F30,F2F33
F10F195,Thing
F6F93,Female
F6F97,Thing
F4M59,Person
F9M166,Brother
F8M132,Grandfather
F7F114,F7M113
Mother,Class
F9M165,Thing
F5F67,NamedIndividual
F4F56,F4M57
F9F141,NamedIndividual
F6F97,Granddaughter
F5F61,F5F62
F6M81,NamedIndividual
F7M128,Thing
F2F10,F2F36
F7F106,F7F105
F9F160,F9M161
F1F5,F1M6
F2F36,F2F10
F9F143,Mother
F9F140,F9M139
F9F143,F9F150
F7F116,NamedIndividual
F6F84,F6M71
F2M9,F2F28
F2M23,Male
F7M112,Thing
F8M136,NamedIndividual
F6M92,Person
F3F49,Thing
F9F145,Sister
F8M134,F8M136
F7M109,Grandfather
F3F49,Granddaughter
F6F96,F6M95
F6F94,Mother
F7F108,Female
F4F58,F4M59
F7M113,NamedIndividual
F7M117,Brother
F4M57,NamedIndividual
F9M139,F9F140
F2F14,Thing
F7M113,F7M107
F2M37,F2F38
F1F3,Female
F10M197,Thing
F2M31,Male
F1F7,F1F3
F2M27,Person
F6F77,NamedIndividual
F1M4,Male
F2M25,Thing
F7F121,Person
F10M197,Son
F8M138,F8M136
F10M196,Thing
F1F5,Thing
F9M161,Male
F2M31,F2F33
F3M45,Thing
F7M123,Grandson
F1F5,Granddaughter
F2M11,F2F26
F7F103,Mother
F10M199,Person
F2F15,Thing
F9M170,Thing
F9F143,F9F148
F2F19,F2M20
F6M99,F6F97
F7M102,F7M104
F2F12,Female
F9F164,NamedIndividual
F7F124,Thing
F7M125,Brother
F10M184,Thing
F3F42,Thing
F2F24,NamedIndividual
F6M75,F6M73
F9M167,F9F141
F7F129,Granddaughter
F2M11,Grandfather
F6M92,F6F77
F3F48,Thing
F2F28,F2F26
F1F2,Grandmother
F2M18,Grandson
F5F65,F5M64
F6M95,Father
F6M90,Brother
F9M139,Grandfather
F9M159,Father
F2M11,NamedIndividual
F6M78,F6F77
F3M47,Person
F9F140,F9M167
F6F97,Person
F6F77,Mother
Male,Class
F9M139,NamedIndividual
F9M165,Person
F6M85,F6F84
F6M100,F6F94
F7F121,F7M122
F7M128,Person
F2M34,Thing
F6M88,Male
F6F89,F6F87
F2M16,Male
F10M202,Male
F5M68,Son
F5F61,F5M64
F3F53,NamedIndividual
F9F143,Grandmother
F10M183,Thing
F10F200,NamedIndividual
F7M130,Thing
F7F118,NamedIndividual
F9F164,F9F163
F10M194,Thing
F2M21,Thing
Parent,Person
F2F24,Mother
F2F10,Female
F2M23,Father
F9F156,Person
F10M183,Son
F2M32,Male
F3M47,Grandson
F5F61,Female
F3F49,Person
F10M184,F10F185
F10F174,NamedIndividual
F2F36,Sister
F7F111,NamedIndividual
F2F38,F2M39
F9M166,F9F164
F6M81,Male
F9F158,Thing
F7M110,F7F108
F10M188,Person
F2F14,Person
Daughter,Child
F7F127,F7F124
F1M4,Father
F10M197,F10M196
F2M25,Person
F9M166,F9M162
F6F84,Mother
F8F133,NamedIndividual
F9F145,Thing
Female,Person
F2F10,F2F19
F3M45,Person
F7F103,Grandmother
F6F83,Granddaughter
F10M196,F10M197
F2F19,Female
F6M98,Thing
F10F175,Person
F10M173,F10F181
F9M170,Person
F7F106,Thing
F2F22,Grandmother
F6F77,F6M78
F7M104,Father
F1M8,Thing
F3F46,F3M47
F7F106,Granddaughter
F10F201,F10F198
F4F56,NamedIndividual
F10F192,Person
F2M11,F2F12
F10M184,Person
Son,Class
F10M188,Grandson
F8M134,Grandfather
F3F42,Person
F10F174,Mother
F4M57,Male
F7F111,Mother
F10F186,Female
F10M180,F10F179
F7M109,F7M110
F8M138,Thing
F6F93,Thing
F6F79,Granddaughter
F6F91,Thing
F9M144,Person
F2F12,F2F15
F2M25,Grandson
F9M151,F9F141
F8M134,NamedIndividual
F9F148,NamedIndividual
F2M13,NamedIndividual
F10F181,F10F179
F10M182,F10M183
F8F133,Mother
F9M147,Thing
F3M44,NamedIndividual
F10F185,Person
F9M167,Father
F7M109,F7F108
F5M64,NamedIndividual
F6M90,F6M85
F6M90,F6F84
F1M1,NamedIndividual
F2M34,Person
F7F126,NamedIndividual
F1F5,Daughter
F7M131,Thing
F10M184,Grandson
F3F42,F3F53
F7M107,NamedIndividual
F9F154,NamedIndividual
F2M21,F2F22
F7M122,Father
F10M183,Person
F7M130,Person
F6F87,F6F84
F9F141,F9M142
F9M155,F9F156
F2F15,Daughter
F10M194,Person
F2F19,Sister
F10F193,F10M187
F10F192,Daughter
F10M173,F10F195
F6M80,F6F79
F9F143,Female
F6M69,Person
F3M43,Grandfather
F9F152,Female
F10F191,F10M190
F9F158,Person
F6M71,F6F84
F6M81,F6F82
F9M151,Thing
F10F191,Thing
F1F7,NamedIndividual
F9M167,F9F140
F6F96,Female
F10M183,Grandson
F10F179,F10M173
F9F169,Female
F10F185,F10M184
F9F145,Person
F6F94,Female
F9M151,Son
F6F83,Person
F6F72,F6M73
F2M21,Grandson
F2F36,Thing
Grandchild,Child
F9F154,Mother
F10F172,F10M173
F8M136,Father
F9F141,Female
F6M100,Male
F6F97,F6M95
F10M190,F10F191
F5M66,F5F65
F7F106,Person
F2F15,F2M18
F6M71,F6M92
F10F201,F10M202
F10M182,F10F181
F1M8,Person
F6F79,Person
F4M57,Father
F10F186,F10F172
F2F24,F2M25
F7M109,Father
F7F103,Female
Female,Class
F8M138,Person
F7F116,Female
F2F36,F2M11
F7F118,F7M115
F5M64,F5F61
F5M64,F5F62
F6M73,NamedIndividual
F10F189,NamedIndividual
F7F124,F7M125
F8F135,Mother
F6F76,Female
F10F195,F10F179
F5M63,NamedIndividual
F10M173,F10F174
F3F46,NamedIndividual
F9M147,Person
F6F89,Female
F2F19,F2M9
F10F177,F10F175
F10F172,Thing
F10M184,F10M183
F2F38,F2M37
F2M34,F2M35
F7M131,Person
F2M29,F2F28
F9M157,Son
F6F79,F6M81
F5F61,Thing
F8M138,Grandson
F9M142,NamedIndividual
F10F179,NamedIndividual
F9F158,F9M159
F2F33,Daughter
F7F119,F7F106
F6F70,NamedIndividual
F9M162,Son
F2M18,F2M16
F7F121,Sister
F2F38,Thing
F2F15,F2M13
F2M11,Father
F2M13,Male
F2M25,F2M23
F9M155,NamedIndividual
F5M66,Male
F2F38,Granddaughter
F7M117,NamedIndividual
F1F3,Person
F9M139,Father
F9M147,Grandson
F7M102,Father
F7M117,F7F118
F10F189,Mother
F2M9,F2F36
F7F106,F7M107
Grandchild,Class
F2F19,F2M11
F3M44,Male
F7F121,F7M115
F2M23,Thing
F2F24,Female
F7F105,F7F121
F7M115,F7F119
F3F46,Mother
F10F193,F10F192
F10F198,F10M199
F3F49,F3M50
F7F119,NamedIndividual
F10F189,F10M190
F9M153,F9F141
F10M176,F10F175
F10F191,Person
F7F105,NamedIndividual
F2M35,Son
F2F19,Thing
F7M107,Male
F9M159,F9M162
F2M25,F2F24
F10M187,F10M188
F2M18,F2F17
F1F5,F1F3
F6M75,Male
F9F152,F9M151
F9M153,F9F143
F2M31,Thing
F10F179,F10F186
F6M99,Son
F10F175,F10M173
F1M4,Thing
F10F186,Thing
F7F119,F7M115
F8F137,Mother
F6F84,Female
F9M161,Thing
F10F172,F10F186
F6M78,Person
F9M153,Son
F3F53,Female
F7F127,F7F129
F10F201,F10M199
Son,Child
F10F200,Female
F7F118,Female
F10M178,NamedIndividual
F9M153,F9F154
F7M104,F7M102
F7F105,F7F119
F8F135,Grandmother
F3M45,F3M44
F7F118,F7F116
F10F177,Female
F6F87,NamedIndividual
F7F105,Mother
F2M18,F2F15
F7F111,Female
F9F164,Sister
F2F26,F2F19
F6F86,Sister
F5F62,F5M63
F5M60,F5F61
F9M159,Person
F9M142,F9F141
F2F10,Person
F2F36,Daughter
F5F65,Mother
F10M197,F10M199
Sister,Class
F7M123,F7M131
F8F133,Female
Son,Male
F10M171,NamedIndividual
F9F150,NamedIndividual
F6F94,F6M100
F9M166,Male
F9F152,Thing
F7M123,NamedIndividual
F3M51,NamedIndividual
F6M92,Son
F6F72,Mother
F7M122,Thing
F5M63,Male
F10F175,Sister
F10F198,NamedIndividual
F2M32,Thing
F5M64,Father
F9M159,Grandson
F2M23,Person
F3F46,Grandmother
F9M159,F9F158
F3F53,Sister
F2F30,Grandmother
F4F55,Grandmother
F10M171,F10F172
F7F118,Sister
F2F36,F2F26
F5F67,Thing
F9F141,Thing
F6M81,Thing
F2M18,Son
F5M64,F5M66
F9F148,F9F143
F10F172,Grandmother
F6M73,F6F72
F10F177,F10M178
F6F77,F6M71
F2M31,Person
F4M54,F4F56
F6F101,NamedIndividual
F2M9,Grandfather
F8M134,F8M132
F1M4,Person
F6F86,F6M90
F6F70,Grandmother
F9M155,Male
F2F24,F2M23
F10F186,Person
F10M199,NamedIndividual
F9F169,F9M170
F10M187,Grandfather
F10F186,F10M187
F6F97,F6M98
F9M161,Person
F7F116,Thing
F2M29,Male
F2M9,NamedIndividual
F10F195,F10M196
F8M134,F8F135
F7M131,F7F121
F2M23,Grandson
F2F30,F2F28
F3M45,F3M47
F6M69,F6F84
F9F154,Female
F2M35,F2F33
F10M188,F10F193
F1F2,Mother
F10F198,Mother
F7F116,F7M115
F7F118,F7M117
F9M157,F9M159
F3M47,Thing
F6F89,Thing
F10F201,NamedIndividual
F2M21,F2F19
F2M9,F2F19
F7M115,Male
F2M20,F2M21
F9M149,NamedIndividual
F2M31,F2F30
F4F58,Female
F2M11,F2F15
F9M165,NamedIndividual
F7M125,Male
F9F160,Mother
F9M161,Grandson
F2F19,F2F26
F7M128,NamedIndividual
F10M199,F10F201
F9F145,F9F143
F2F17,Daughter
F7F106,F7F108
F9M151,F9M153
F6F84,F6M85
F5F65,Grandmother
F8F135,Female
F7F103,NamedIndividual
F1F7,Female
F7F127,Daughter
F7M112,F7M110
F10F192,F10M187
F9F148,Sister
F9F169,F9F168
F10M171,F10F179
F9M157,Brother
F9F160,F9M159
F3M40,F3F42
F2F22,NamedIndividual
F10M202,Person
F1M4,F1F7
F3F41,F3F42
F9M162,Brother
F2F24,Thing
F6F72,Grandmother
F3F49,NamedIndividual
F10F186,F10F179
F6F86,Granddaughter
F7M122,Person
F2F12,F2M13
F7M113,F7F108
F7F108,F7M113
F7M122,F7F121
F9F169,Person
F2F17,F2M18
F2F28,Daughter
F6F87,F6M90
F2M11,Thing
F6F94,Person
F9F143,F9F145
F10M188,Son
F2M27,F2F26
F8F135,F8M136
F9F143,F9M153
F10M196,Grandfather
F6F87,F6F89
F10M197,NamedIndividual
F6F79,Sister
F3F48,F3F52
F5F67,Person
F9F141,Person
Granddaughter,Class
F3M45,Grandfather
F2M23,F2M21
F10F189,Female
F6M81,Person
F7M110,Father
F7M115,F7F118
F2M25,Son
F3M50,NamedIndividual
F7F106,F7M115
F10F193,Female
F10M196,NamedIndividual
F1F5,NamedIndividual
F6F84,Thing
F9M162,Father
F10F175,Thing
F7M113,F7F114
F3F46,Female
F3M45,Son
F3F53,Thing
F10F175,Granddaughter
F2F22,Mother
F2F22,F2M21
F7M104,Male
F7F116,Person
F3F53,Granddaughter
F1F5,F1M4
F2M32,Grandson
F9M159,F9M161
F5F62,NamedIndividual
F9M144,Grandfather
F7F118,Granddaughter
F3F49,Mother
F10M184,Son
F9M153,Brother
F6M100,Thing
F6F76,Person
F6F82,NamedIndividual
F10F179,Female
F9M144,NamedIndividual
F2M20,Grandfather
F6M81,Grandson
F7M120,Male
F2M21,F2M23
PersonWithASibling,Class
F10M173,F10F186
F7M115,Father
Grandmother,Female
F7F108,Sister
F7M109,Person
F2M20,NamedIndividual
F7F121,Grandmother
F9M161,F9M159
F7F121,Daughter
F8F133,Thing
F5M68,NamedIndividual
F5M60,Grandfather
F6M69,F6M71
F7F119,Female
F8M136,F8F135
F7F105,Female
F2M21,Grandfather
F6M88,F6F87
F7F124,F7F127
F9M151,F9F152
F5M60,NamedIndividual
F10M183,NamedIndividual
F3M51,F3M50
F7M130,NamedIndividual
F3M40,Person
F10F177,NamedIndividual
F7F124,Mother
F9F164,Person
F2M21,Son
F10M202,F10F201
F3M44,F3M43
F6F82,Mother
F2F24,Person
F6M69,Grandfather
F3F48,Mother
F7F127,F7M128
F9F156,F9M155
F8M132,Male
F6M69,NamedIndividual
F10F195,Grandmother
F2M13,Thing
F3F46,F3M45
F2F33,F2F30
F2F36,F2F38
F6F96,F6F97
F6F97,Daughter
F9F148,Granddaughter
F9F141,F9M139
F10M173,Male
F10M199,F10F198
F3M44,Thing
F9F158,F9M157
F2M37,NamedIndividual
F5M64,Thing
F10M171,Father
F7M122,F7M131
F2M18,Brother
F2F33,F2M34
F8M136,Male
F10M190,F10F189
F10F181,Female
F6M71,Brother
F3F53,Person
F7M107,Thing
F6M92,F6M69
F6M98,NamedIndividual
F8M132,F8M134
F10F200,Person
F9M162,F9M157
F7M107,F7F106
Child,Person
F6M99,F6M98
F6M75,Thing
F8M136,F8M134
F1M8,NamedIndividual
F10M180,NamedIndividual
F6M100,Person
F10M194,F10F193
F3F49,F3M51
F9F148,F9M144
F8M138,NamedIndividual
F8M138,Son
F10F174,Person
F9M162,F9F164
F6M92,F6F70
F9F168,Thing
F9F163,F9F164
F9F158,Mother
F4F58,Thing
F9F143,F9M151
F6M71,Father
F3M50,Male
F4F58,Granddaughter
F6F93,F6M92
F1F2,Female
F10F198,Female
F1F7,Granddaughter
F2M9,Father
F1M4,F1F5
F7M131,Son
F7F116,F7F118
F6M100,Grandson
F6F87,Sister
F7F108,Thing
F9F160,Female
F10F181,F10F172
F2F26,Daughter
F3F42,Grandmother
F7F108,F7M110
F7F108,Granddaughter
F6F101,Female
F3F42,Daughter
F7M128,F7F127
F3F48,Grandmother
F10M197,F10F195
F7F111,F7M110
F6M69,F6F70
F2M20,Male
F9M151,F9F143
F3F52,Female
F9M166,Thing
F8M132,Father
F6M80,Male
F10F186,Sister
F10M197,F10F201
F8M134,Person
F6M73,Thing
F2M13,Person
F9F150,F9F148
F5M68,Male
F10M183,F10M184
F2M29,F2F30
F10M173,Father
F6F87,F6F86
F7M102,F7F103
F3M50,F3M51
F5M63,Thing
F10F177,F10F174
F7F119,F7M120
F9M151,NamedIndividual
F6M92,F6F84
Male,Person
F2M11,F2F36
F5M60,Male
F10F181,F10F195
F1M1,Person
F7F126,Person
F2F36,NamedIndividual
F10F195,Female
F6M78,F6F79
F2F10,F2F26
F8F133,F8M132
F6F97,F6F96
F6M78,Grandfather
F2F15,F2F17
F9M142,Thing
F5F62,F5M64
F10F195,F10M197
F2M13,Grandson
F3M44,F3F53
F6M85,F6M90
F5M66,Grandson
F6M73,F6M75
F9M155,Thing
F7M125,F7M123
F6M81,F6M78
F10M197,Father
F10F175,F10M176
F10M184,Brother
F7M123,F7F124
F9F168,Person
F2M29,Thing
F9F158,Grandmother
F10F195,F10F181
Child,Class
F7M104,F7M115
F9F143,Sister
F3F49,Female
F6F70,F6F84
F4F55,NamedIndividual
F3M45,Father
F3F52,Sister
F1F7,Person
F6M95,Thing
F9M146,F9F145
F7F103,F7M102
F2M9,F2F10
F6F83,Daughter
F2F36,Mother
F4M54,F4F55
F9F140,Grandmother
F7M115,Thing
F6F96,Sister
F10F172,NamedIndividual
F6M95,F6F96
F9M157,NamedIndividual
Grandfather,Male
F7F106,Daughter
F10M176,Thing
F7F108,Person
F3F41,F3M40
F5M63,F5F62
F8M134,Male
Sister,Female
F10F186,F10F193
F9F141,Sister
F6F70,F6M92
F9M161,F9F160
F9F140,F9F141
F6F79,F6F77
F2F36,F2F28
F6M90,Thing
F2F15,Female
F1M6,Person
F4M54,Thing
F2M20,Father
F7F129,Female
F5F62,Female
F6M73,Person
F10F189,Person
F2F10,F2M9
F10F192,Female
F7F124,Female
F2F30,Mother
F4F55,Mother
F6F87,Thing
F7M112,F7F111
F2M35,NamedIndividual
F6F82,Female
F6M85,Father
F6M100,F6F101
F10F172,F10M171
F5M63,Person
F10F181,Thing
F3F48,Female
F6M71,F6F70
F2M31,Grandfather
F5M60,Father
F2M11,F2M13
F10F195,F10F172
F6M99,NamedIndividual
F2M21,Father
F7F127,NamedIndividual
F5F65,NamedIndividual
F2M31,NamedIndividual
F6F74,Thing
F9M142,Person
F7M110,Person
F9M153,NamedIndividual
F10M173,F10F172
F10F193,F10F186
F7F108,Daughter
F9F141,F9M151
F6F84,F6M92
F9F150,Granddaughter
F2M16,F2F17
F9M155,Person
F2M16,F2M18
F6M92,F6M71
F3M43,Male
F7M117,Person
F2F19,F2F28
F3M51,Thing
F7F121,F7M123
F7M104,Thing
F1F2,Thing
F2M37,Father
F2F28,NamedIndividual
F7M104,Son
F10F192,F10M188
Grandson,Grandchild
F3F53,F3M44
Brother,Male
F10M188,F10F189
F5M68,F5F67
F6M95,Person
F6M98,Father
F5F62,Sister
F3F52,F3F49
F7M120,Thing
F10F172,F10F179
F9M155,F9M153
F2F12,Grandmother
F9F148,F9M149
F9F160,Thing
F7M115,Person
F7F127,Mother
F2M11,F2F19
F9M170,F9F169
F6F101,Thing
F9M155,Grandson
